hex_id,geometry,center_lat,center_lng
882a100d63fffff,"POLYGON ((-73.96889757735332 40.75742807025519, -73.97527814530734 40.75637502535424, -73.9772446567056 40.75191544407061, -73.97283151005868 40.74850923922983, -73.96645196820877 40.74956206444354, -73.9644845470139 40.75402131415529, -73.96889757735332 40.75742807025519))",40.752968550468005,-73.97086472899028
882a10088bfffff,"POLYGON ((-73.9619793563826 40.79992952883273, -73.96836582397616 40.798876414830254, -73.97033476270241 40.794414626682894, -73.96591814522743 40.79100628442329, -73.9595327057042 40.792059178755366, -73.95756285569821 40.796520634987445, -73.9619793563826 40.79992952883273))",40.795467802575054,-73.96394893647735
882a100a17fffff,"POLYGON ((-73.92401849049398 40.87239717688431, -73.93041548996794 40.871345405798806, -73.93239102525402 40.86688035744401, -73.92797047436585 40.863467413101354, -73.921574506729 40.864518965071554, -73.91959805825648 40.86898368046974, -73.92401849049398 40.87239717688431))",40.867932191415754,-73.92599466896426
882a107289fffff,"POLYGON ((-74.0057122762948 40.71413808973636, -74.01208632254425 40.713083467639585, -74.01404758577743 40.7086255833582, -74.00963571187067 40.70522265184765, -74.00326268926804 40.70627705364507, -74.00130051703714 40.710734607222335, -74.0057122762948 40.71413808973636))",40.7096802661834,-74.0076741787482
882a1072cdfffff,"POLYGON ((-74.0022744646159 40.73537602621501, -74.00865145382897 40.73432136635023, -74.01061392486535 40.729862375606345, -74.00620031653882 40.7264583755725, -73.99982435195174 40.72751281514541, -73.99786097117715 40.73197147501402, -74.0022744646159 40.73537602621501))",40.73091709639525,-74.00423757543584
882a1008d5fffff,"POLYGON ((-73.9536220412122 40.80544417154343, -73.96000940484282 40.80439146314058, -73.9619793563826 40.79992952883273, -73.95756285569821 40.796520634987445, -73.95117652050845 40.79757312387165, -73.94920565767491 40.802034726089786, -73.9536220412122 40.80544417154343))",40.80098229926872,-73.95559263423436
882a107251fffff,"POLYGON ((-74.00128501515357 40.76448557577046, -74.00766597591395 40.76343065837676, -74.00962975582917 40.75897008343115, -74.00521348593928 40.755564756894124, -73.99883355109118 40.75661945393188, -73.99686886033285 40.761079697832535, -74.00128501515357 40.76448557577046))",40.760025061971376,-74.00324943564168
882a107281fffff,"POLYGON ((-74.01404758577743 40.7086255833582, -74.02042073798236 40.70757055879517, -74.02238099289096 40.70311282320175, -74.01796900468898 40.69971044267145, -74.01159687576191 40.70076524678441, -74.00963571187067 40.70522265184765, -74.01404758577743 40.7086255833582))",40.70416790835039,-74.01600847979243
882a100d67fffff,"POLYGON ((-73.97969221725369 40.759781489005114, -73.98607291660541 40.75872782003586, -73.98803851785812 40.75426790735591, -73.9836243300169 40.750861995011526, -73.9772446567056 40.75191544407061, -73.97527814530734 40.75637502535424, -73.97969221725369 40.759781489005114))",40.755321637705,-73.98165845885661
882a100ae1fffff,"POLYGON ((-73.92994590679965 40.85900284199723, -73.93634097706182 40.857950882423985, -73.93831539378535 40.853486455870936, -73.93389565316748 40.85007432164421, -73.92750161406201 40.85112606202118, -73.92552628453086 40.85559015579117, -73.92994590679965 40.85900284199723))",40.8545384781595,-73.93192096636656
882a100895fffff,"POLYGON ((-73.96788698273323 40.786544974433184, -73.974271526561 40.78549167493181, -73.976239351894 40.78103051143948, -73.97182354441321 40.777622979160746, -73.96544002797853 40.77867605891165, -73.96347129174404 40.783136890661766, -73.96788698273323 40.786544974433184))",40.78208387266044,-73.96985544909508
882a100d29fffff,"POLYGON ((-73.9772446567056 40.75191544407061, -73.9836243300169 40.750861995011526, -73.98558983083457 40.746402560980236, -73.98117656823541 40.74299690737569, -73.97479792065863 40.74405013659621, -73.97283151005868 40.74850923922983, -73.9772446567056 40.75191544407061))",40.74745607139259,-73.97921079764828
882a107259fffff,"POLYGON ((-73.99293836780527 40.77000081157414, -73.9993202243749 40.768946298235846, -74.00128501515357 40.76448557577046, -73.99686886033285 40.761079697832535, -73.9904880300456 40.76213399096608, -73.98852232840895 40.76659438221224, -73.99293836780527 40.77000081157414))",40.765540150398465,-73.9949037992709
882a100d27fffff,"POLYGON ((-73.99393310003853 40.7408894215173, -74.00031098397913 40.739835164976334, -74.0022744646159 40.73537602621501, -73.99786097117715 40.73197147501402, -73.991484112232 40.73302551141412, -73.98951972184216 40.73748431912605, -73.99393310003853 40.7408894215173))",40.73643034382312,-73.9958972205727
882a100d6bfffff,"POLYGON ((-73.96054859247963 40.76294043900046, -73.96693005504771 40.76188779853582, -73.96889757735332 40.75742807025519, -73.9644845470139 40.75402131415529, -73.95810411091955 40.75507373508407, -73.95613567880322 40.75953313161864, -73.96054859247963 40.76294043900046))",40.758480772359455,-73.96251675513757
882a100891fffff,"POLYGON ((-73.9570868799842 40.78418956539498, -73.96347129174404 40.783136890661766, -73.96544002797853 40.77867605891165, -73.96102526311756 40.77526823378264, -73.95464187881434 40.77632068898855, -73.952672232028 40.780781188820804, -73.9570868799842 40.78418956539498))",40.779728795481134,-73.95905625713571
882a10725bfffff,"POLYGON ((-73.9904880300456 40.76213399096608, -73.99686886033285 40.761079697832535, -73.99883355109118 40.75661945393188, -73.99441832216888 40.75321383435543, -73.98803851785812 40.75426790735591, -73.98607291660541 40.75872782003586, -73.9904880300456 40.76213399096608))",40.75767380832863,-73.99245336126558
882a1008c1fffff,"POLYGON ((-73.95851555835975 40.82118847605505, -73.964904979794 40.82013532840027, -73.96687513424898 40.81567243818952, -73.96245677940513 40.81226302769066, -73.95606838702638 40.8133159556837, -73.95409732054877 40.817778513807355, -73.95851555835975 40.82118847605505))",40.81672564793099,-73.96048635474924
882a1008c9fffff,"POLYGON ((-73.95015407195207 40.82670425347961, -73.95654439013613 40.82565151200701, -73.95851555835975 40.82118847605505, -73.95409732054877 40.817778513807355, -73.94770803179124 40.818831035770124, -73.94573595153099 40.823293739460446, -73.95015407195207 40.82670425347961))",40.82224127975794,-73.95212588222418
882a100d21fffff,"POLYGON ((-73.98558983083457 40.746402560980236, -73.99196860947467 40.74534870804114, -73.99393310003853 40.7408894215173, -73.98951972184216 40.73748431912605, -73.98314196856704 40.73853795207537, -73.98117656823541 40.74299690737569, -73.98558983083457 40.746402560980236))",40.74194333566659,-73.98755496140967
882a100893fffff,"POLYGON ((-73.95464187881434 40.77632068898855, -73.96102526311756 40.77526823378264, -73.96299389803002 40.77080788035516, -73.95858005893992 40.76740031402273, -73.95219770178664 40.768452549772825, -73.95022815668601 40.7729125712812, -73.95464187881434 40.77632068898855))",40.77186039737063,-73.95661115441823
882a100aabfffff,"POLYGON ((-73.93342536638656 40.8377350248646, -73.93981747798233 40.83668309659326, -73.9417906747272 40.83221976992793, -73.93737267205331 40.82880870411477, -73.93098159062625 40.82986041318049, -73.92900748181735 40.834323407235004, -73.93342536638656 40.8377350248646))",40.83327176071691,-73.93539920540775
882a100d2bfffff,"POLYGON ((-73.97479792065863 40.74405013659621, -73.98117656823541 40.74299690737569, -73.98314196856704 40.73853795207537, -73.97872963085321 40.73513255736459, -73.97235200870517 40.736185566818094, -73.97038569895436 40.74064419071943, -73.97479792065863 40.74405013659621))",40.73959124262263,-73.97676396089015
882a1008bbfffff,"POLYGON ((-73.976239351894 40.78103051143948, -73.98262299999752 40.77997680704733, -73.98458981348507 40.775515790308454, -73.98017388986867 40.77210880949958, -73.97379126878795 40.773162293989735, -73.97182354441321 40.777622979160746, -73.976239351894 40.78103051143948))",40.77656955627686,-73.97820680629647
882a100d69fffff,"POLYGON ((-73.96299389803002 40.77080788035516, -73.96937638737819 40.769755020283164, -73.97134401074376 40.76529481351608, -73.96693005504771 40.76188779853582, -73.96054859247963 40.76294043900046, -73.95858005893992 40.76740031402273, -73.96299389803002 40.77080788035516))",40.76634773525436,-73.96496216197335
882a107219fffff,"POLYGON ((-74.0071771661464 40.75110466059423, -74.01355620552742 40.75004955993056, -74.01551887551045 40.745589611486515, -74.01110341668911 40.74218509454834, -74.00472540254476 40.7432399747767, -74.00276182209714 40.74769959234848, -74.0071771661464 40.75110466059423))",40.74664477312714,-74.00914047636303
882a1008d9fffff,"POLYGON ((-73.93445842442415 40.80860023434834, -73.94084655085925 40.8075485571957, -73.9428184268478 40.80308680924753, -73.93840308747109 40.7996770708619, -73.93201598991058 40.80072852887118, -73.93004320296494 40.80518994437951, -73.93445842442415 40.80860023434834))",40.80413854869356,-73.9364309418966
882a100d25fffff,"POLYGON ((-73.99638291285558 40.748754069101984, -74.00276182209714 40.74769959234848, -74.00472540254476 40.7432399747767, -74.00031098397913 40.739835164976334, -73.99393310003853 40.7408894215173, -73.99196860947467 40.74534870804114, -73.99638291285558 40.748754069101984))",40.74429451262381,-73.99834713342568
882a10089dfffff,"POLYGON ((-73.9595327057042 40.792059178755366, -73.96591814522743 40.79100628442329, -73.96788698273323 40.786544974433184, -73.96347129174404 40.783136890661766, -73.9570868799842 40.78418956539498, -73.95511713156273 40.788650543468506, -73.9595327057042 40.792059178755366))",40.78759793062823,-73.96150218435268
882a100d65fffff,"POLYGON ((-73.98214060271079 40.767648271163246, -73.98852232840895 40.76659438221224, -73.9904880300456 40.76213399096608, -73.98607291660541 40.75872782003586, -73.97969221725369 40.759781489005114, -73.97772560510802 40.764241548856305, -73.98214060271079 40.767648271163246))",40.7631879413235,-73.98410694492298
882a1008b3fffff,"POLYGON ((-73.98458981348507 40.775515790308454, -73.99097256583582 40.774461681304004, -73.99293836780527 40.77000081157414, -73.98852232840895 40.76659438221224, -73.98214060271079 40.767648271163246, -73.98017388986867 40.77210880949958, -73.98458981348507 40.775515790308454))",40.771054982011556,-73.98655625625548
882a100d35fffff,"POLYGON ((-73.98069493064781 40.73067408087752, -73.98707165886354 40.72962066784636, -73.98903594902826 40.72516233902856, -73.98462442013124 40.721757754438094, -73.97824871666947 40.72281094762264, -73.97628351746279 40.72726894521429, -73.98069493064781 40.73067408087752))",40.72621581321689,-73.98265986037386
882a100897fffff,"POLYGON ((-73.96544002797853 40.77867605891165, -73.97182354441321 40.777622979160746, -73.97379126878795 40.773162293989735, -73.96937638737819 40.769755020283164, -73.96299389803002 40.77080788035516, -73.96102526311756 40.77526823378264, -73.96544002797853 40.77867605891165))",40.77421543543356,-73.96740839315652
882a1008c3fffff,"POLYGON ((-73.95606838702638 40.8133159556837, -73.96245677940513 40.81226302769066, -73.96442683242793 40.807800615389894, -73.96000940484282 40.80439146314058, -73.9536220412122 40.80544417154343, -73.95165107653129 40.809906251755784, -73.95606838702638 40.8133159556837))",40.808853605442835,-73.95803908175756
882a100881fffff,"POLYGON ((-73.97278336829461 40.80228501542363, -73.97916996782878 40.80123127620647, -73.98113799492529 40.79676915631967, -73.97672033422995 40.793361107359445, -73.97033476270241 40.794414626682894, -73.96836582397616 40.798876414830254, -73.97278336829461 40.80228501542363))",40.797822957309734,-73.97475203687154
882a1008b1fffff,"POLYGON ((-73.98703984998492 40.78338404620389, -73.99342362929455 40.78232971707435, -73.99538953154554 40.77786836894338, -73.99097256583582 40.774461681304004, -73.98458981348507 40.775515790308454, -73.98262299999752 40.77997680704733, -73.98703984998492 40.78338404620389))",40.77892275953247,-73.98900639326244
882a1008dbfffff,"POLYGON ((-73.93201598991058 40.80072852887118, -73.93840308747109 40.7996770708619, -73.9403748612481 40.795215800909155, -73.93596044817038 40.79180632137673, -73.92957437917701 40.7928575603141, -73.92760169480697 40.79731849782588, -73.93201598991058 40.80072852887118))",40.796267321184985,-73.93398840494555
882a1008d1fffff,"POLYGON ((-73.9428184268478 40.80308680924753, -73.94920565767491 40.802034726089786, -73.95117652050845 40.79757312387165, -73.94676106357107 40.7941639370467, -73.9403748612481 40.795215800909155, -73.93840308747109 40.7996770708619, -73.9428184268478 40.80308680924753))",40.79862526917927,-73.94478993105157
882a100883fffff,"POLYGON ((-73.97033476270241 40.794414626682894, -73.97672033422995 40.793361107359445, -73.97868826047022 40.788899465628475, -73.974271526561 40.78549167493181, -73.96788698273323 40.786544974433184, -73.96591814522743 40.79100628442329, -73.97033476270241 40.794414626682894))",40.78995304669819,-73.97230333019724
882a100a11fffff,"POLYGON ((-73.91564404166347 40.8779137325015, -73.92204193885401 40.876862369450905, -73.92401849049398 40.87239717688431, -73.91959805825648 40.86898368046974, -73.91320119327494 40.870034824557614, -73.91122372843526 40.874499683992795, -73.91564404166347 40.8779137325015))",40.8734486029651,-73.91762123660165
882a100aa1fffff,"POLYGON ((-73.94423640844441 40.8400944207121, -73.95062865345457 40.839041866271366, -73.95260093778415 40.83457820717107, -73.94818188963183 40.831167434916466, -73.9417906747272 40.83221976992793, -73.93981747798233 40.83668309659326, -73.94423640844441 40.8400944207121))",40.835630824012625,-73.94620933516283
882a10721bfffff,"POLYGON ((-74.00472540254476 40.7432399747767, -74.01110341668911 40.74218509454834, -74.01306598722455 40.73772562491323, -74.00865145382897 40.73432136635023, -74.0022744646159 40.73537602621501, -74.00031098397913 40.739835164976334, -74.00472540254476 40.7432399747767))",40.738780566092146,-74.00668861308874
882a1008d7fffff,"POLYGON ((-73.95117652050845 40.79757312387165, -73.95756285569821 40.796520634987445, -73.9595327057042 40.792059178755366, -73.95511713156273 40.788650543468506, -73.94873182450671 40.7897028129056, -73.94676106357107 40.7941639370467, -73.95117652050845 40.79757312387165))",40.79311172964597,-73.95314701177094
882a100ae7fffff,"POLYGON ((-73.93831539378535 40.853486455870936, -73.94470956664307 40.85243408897391, -73.94668296798476 40.84796980722875, -73.94226310937584 40.84455822495897, -73.93586996730322 40.84561037250739, -73.93389565316748 40.85007432164421, -73.93831539378535 40.853486455870936))",40.849022236697245,-73.9402894378564
882a1072ddfffff,"POLYGON ((-73.98658861001985 40.71729990459653, -73.99296341989005 40.71624630826327, -73.99492660078673 40.71178860642652, -73.99051588058998 40.70838483194655, -73.98414209479957 40.70943820835377, -73.98217800523801 40.71389557913704, -73.98658861001985 40.71729990459653))",40.712842263747554,-73.9885524301395
882a107253fffff,"POLYGON ((-73.99883355109118 40.75661945393188, -74.00521348593928 40.755564756894124, -74.0071771661464 40.75110466059423, -74.00276182209714 40.74769959234848, -73.99638291285558 40.748754069101984, -73.99441832216888 40.75321383435543, -73.99883355109118 40.75661945393188))",40.752159418752036,-74.00079787164594
882a1008cbfffff,"POLYGON ((-73.94770803179124 40.818831035770124, -73.95409732054877 40.817778513807355, -73.95606838702638 40.8133159556837, -73.95165107653129 40.809906251755784, -73.9452628168927 40.810958554280276, -73.94329083874305 40.815420780141004, -73.94770803179124 40.818831035770124))",40.81436853984996,-73.94967974009114
882a100d37fffff,"POLYGON ((-73.97824871666947 40.72281094762264, -73.98462442013124 40.721757754438094, -73.98658861001985 40.71729990459653, -73.98217800523801 40.71389557913704, -73.97580332622488 40.71494855254655, -73.97383822765691 40.71940607116063, -73.97824871666947 40.72281094762264))",40.71835315891178,-73.9802135458946
882a100d6dfffff,"POLYGON ((-73.97379126878795 40.773162293989735, -73.98017388986867 40.77210880949958, -73.98214060271079 40.767648271163246, -73.97772560510802 40.764241548856305, -73.97134401074376 40.76529481351608, -73.96937638737819 40.769755020283164, -73.97379126878795 40.773162293989735))",40.76870181720305,-73.97575862231949
882a100d45fffff,"POLYGON ((-73.95219770178664 40.768452549772825, -73.95858005893992 40.76740031402273, -73.96054859247963 40.76294043900046, -73.95613567880322 40.75953313161864, -73.94975434849336 40.7605851479844, -73.94778490512893 40.765044691086366, -73.95219770178664 40.768452549772825))",40.763992736533424,-73.95416687579231
882a1072c7fffff,"POLYGON ((-74.00816268802471 40.72199986380206, -74.01453775822581 40.720945021334245, -74.01649912074949 40.716486657916704, -74.01208632254425 40.713083467639585, -74.0057122762948 40.71413808973636, -74.00375000441076 40.71859612245124, -74.00816268802471 40.72199986380206))",40.71754156113931,-74.01012468999326
882a1008ddfffff,"POLYGON ((-73.9452628168927 40.810958554280276, -73.95165107653129 40.809906251755784, -73.9536220412122 40.80544417154343, -73.94920565767491 40.802034726089786, -73.9428184268478 40.80308680924753, -73.94084655085925 40.8075485571957, -73.9452628168927 40.810958554280276))",40.8064965362446,-73.9472344231698
882a100a13fffff,"POLYGON ((-73.91320119327494 40.870034824557614, -73.91959805825648 40.86898368046974, -73.921574506729 40.864518965071554, -73.91715500316752 40.86110572686384, -73.91075917008597 40.862156652060406, -73.90878180877922 40.86662103432603, -73.91320119327494 40.870034824557614))",40.86557017216257,-73.91517828481871
882a100d61fffff,"POLYGON ((-73.97134401074376 40.76529481351608, -73.97772560510802 40.764241548856305, -73.97969221725369 40.759781489005114, -73.97527814530734 40.75637502535424, -73.96889757735332 40.75742807025519, -73.96693005504771 40.76188779853582, -73.97134401074376 40.76529481351608))",40.76083481518791,-73.97331126335344
882a1008d3fffff,"POLYGON ((-73.9403748612481 40.795215800909155, -73.94676106357107 40.7941639370467, -73.94873182450671 40.7897028129056, -73.94431729381154 40.78629388486358, -73.9379321196855 40.787345529502204, -73.93596044817038 40.79180632137673, -73.9403748612481 40.795215800909155))",40.790754738891124,-73.94234626332812
882a1072c9fffff,"POLYGON ((-73.991484112232 40.73302551141412, -73.99786097117715 40.73197147501402, -73.99982435195174 40.72751281514541, -73.99541178328332 40.72410852269769, -73.98903594902826 40.72516233902856, -73.98707165886354 40.72962066784636, -73.991484112232 40.73302551141412))",40.7285669125862,-73.99344813267909
882a100d2dfffff,"POLYGON ((-73.98803851785812 40.75426790735591, -73.99441832216888 40.75321383435543, -73.99638291285558 40.748754069101984, -73.99196860947467 40.74534870804114, -73.98558983083457 40.746402560980236, -73.9836243300169 40.750861995011526, -73.98803851785812 40.75426790735591))",40.74980820333917,-73.99000374878119
882a100889fffff,"POLYGON ((-73.96442683242793 40.807800615389894, -73.97081432839883 40.806747281645414, -73.97278336829461 40.80228501542363, -73.96836582397616 40.798876414830254, -73.9619793563826 40.79992952883273, -73.96000940484282 40.80439146314058, -73.96442683242793 40.807800615389894))",40.803338411084496,-73.96639651391814
882a10089bfffff,"POLYGON ((-73.94628795279876 40.781833238882264, -73.952672232028 40.780781188820804, -73.95464187881434 40.77632068898855, -73.95022815668601 40.7729125712812, -73.94384490497663 40.77396440203852, -73.94187434798826 40.77842456977737, -73.94628795279876 40.781833238882264))",40.77737280100292,-73.94825824039013
882a1072c3fffff,"POLYGON ((-73.99737506414453 40.71965034180396, -74.00375000441076 40.71859612245124, -74.0057122762948 40.71413808973636, -74.00130051703714 40.710734607222335, -73.99492660078673 40.71178860642652, -73.99296341989005 40.71624630826327, -73.99737506414453 40.71965034180396))",40.7151923699604,-73.99933797536255
882a100a15fffff,"POLYGON ((-73.92646330012677 40.88027612391737, -73.9328613317468 40.87922413364507, -73.93483696983468 40.874758608123095, -73.93041548996794 40.871345405798806, -73.92401849049398 40.87239717688431, -73.92204193885401 40.876862369450905, -73.92646330012677 40.88027612391737))",40.87581066130864,-73.92843958162587
882a1008b9fffff,"POLYGON ((-73.97868826047022 40.788899465628475, -73.98507293590306 40.787845541262676, -73.98703984998492 40.78338404620389, -73.98262299999752 40.77997680704733, -73.976239351894 40.78103051143948, -73.974271526561 40.78549167493181, -73.97868826047022 40.788899465628475))",40.78443803217256,-73.98065581569266
882a100ae3fffff,"POLYGON ((-73.92750161406201 40.85112606202118, -73.93389565316748 40.85007432164421, -73.93586996730322 40.84561037250739, -73.93145115488906 40.84219849650185, -73.9250581466318 40.84325001775404, -73.92308292005362 40.847713634106576, -73.92750161406201 40.85112606202118))",40.846662175572725,-73.92947657081446
882a100ae9fffff,"POLYGON ((-73.921574506729 40.864518965071554, -73.92797047436585 40.863467413101354, -73.92994590679965 40.85900284199723, -73.92552628453086 40.85559015579117, -73.91913134842233 40.85664148871754, -73.91715500316752 40.86110572686384, -73.921574506729 40.864518965071554))",40.86005445682666,-73.92355058212016
882a1072cbfffff,"POLYGON ((-73.98903594902826 40.72516233902856, -73.99541178328332 40.72410852269769, -73.99737506414453 40.71965034180396, -73.99296341989005 40.71624630826327, -73.98658861001985 40.71729990459653, -73.98462442013124 40.721757754438094, -73.98903594902826 40.72516233902856))",40.720704219149056,-73.99099986933716
882a100ab7fffff,"POLYGON ((-73.93690168312581 40.81647267650843, -73.94329083874305 40.815420780141004, -73.9452628168927 40.810958554280276, -73.94084655085925 40.8075485571957, -73.93445842442415 40.80860023434834, -73.93248553495317 40.8130621277704, -73.93690168312581 40.81647267650843))",40.812010512967944,-73.93887430298543
882a100aa9fffff,"POLYGON ((-73.93586996730322 40.84561037250739, -73.94226310937584 40.84455822495897, -73.94423640844441 40.8400944207121, -73.93981747798233 40.83668309659326, -73.93342536638656 40.8377350248646, -73.93145115488906 40.84219849650185, -73.93586996730322 40.84561037250739))",40.841146630805085,-73.9378439088746
882a100d3dfffff,"POLYGON ((-73.97235200870517 40.736185566818094, -73.97872963085321 40.73513255736459, -73.98069493064781 40.73067408087752, -73.97628351746279 40.72726894521429, -73.96990692043782 40.728321734972326, -73.96794071158689 40.73277988005913, -73.97235200870517 40.736185566818094))",40.73172715163124,-73.97431794817466
882a1072c1fffff,"POLYGON ((-73.99982435195174 40.72751281514541, -74.00620031653882 40.7264583755725, -74.00816268802471 40.72199986380206, -74.00375000441076 40.71859612245124, -73.99737506414453 40.71965034180396, -73.99541178328332 40.72410852269769, -73.99982435195174 40.72751281514541))",40.723054364272684,-74.00178736299634
882a100ab5fffff,"POLYGON ((-73.93934576642395 40.824345855114125, -73.94573595153099 40.823293739460446, -73.94770803179124 40.818831035770124, -73.94329083874305 40.815420780141004, -73.93690168312581 40.81647267650843, -73.93492869117982 40.82093504776128, -73.93934576642395 40.824345855114125))",40.81988321377091,-73.94131848862034
882a100aa3fffff,"POLYGON ((-73.9417906747272 40.83221976992793, -73.94818188963183 40.831167434916466, -73.95015407195207 40.82670425347961, -73.94573595153099 40.823293739460446, -73.93934576642395 40.824345855114125, -73.93737267205331 40.82880870411477, -73.9417906747272 40.83221976992793))",40.827756650865005,-73.94376349920987
882a100aedfffff,"POLYGON ((-73.93239102525402 40.86688035744401, -73.93878712698147 40.86582817860298, -73.94076164624227 40.861363274717064, -73.93634097706182 40.857950882423985, -73.92994590679965 40.85900284199723, -73.92797047436585 40.863467413101354, -73.93239102525402 40.86688035744401))",40.86241551630037,-73.934366187585
882a100899fffff,"POLYGON ((-73.94873182450671 40.7897028129056, -73.95511713156273 40.788650543468506, -73.9570868799842 40.78418956539498, -73.952672232028 40.780781188820804, -73.94628795279876 40.781833238882264, -73.94431729381154 40.78629388486358, -73.94873182450671 40.7897028129056))",40.78524189681171,-73.9507022139589
882a100d23fffff,"POLYGON ((-73.98314196856704 40.73853795207537, -73.98951972184216 40.73748431912605, -73.991484112232 40.73302551141412, -73.98707165886354 40.72962066784636, -73.98069493064781 40.73067408087752, -73.97872963085321 40.73513255736459, -73.98314196856704 40.73853795207537))",40.73407920554711,-73.98510699874309
