vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,ratecodeid,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount,pickup_location,dropoff_location,store_and_fwd_flag
CMT,2013-05-08T04:01:49.000,2013-05-08T04:06:31.000,1,1,-73.982765999999998,40.762633999999998,1,-73.994539000000003,40.756763999999997,CSH,5.5,0.5,0.5,0,0,6.5,"{'type': 'Point', 'coordinates': [-73.982766, 40.762634]}","{'type': 'Point', 'coordinates': [-73.994539, 40.756764]}",N
CMT,2013-05-08T04:01:53.000,2013-05-08T04:10:49.000,1,3.5,-73.967905000000002,40.762456999999998,1,-73.993516,40.719413000000003,CSH,12,0.5,0.5,0,0,13,"{'type': 'Point', 'coordinates': [-73.967905, 40.762457]}","{'type': 'Point', 'coordinates': [-73.993516, 40.719413]}",N
CMT,2013-05-08T04:01:53.000,2013-05-08T04:04:30.000,1,0.69999999999999996,-74.000692999999998,40.746136999999997,1,-73.999543000000003,40.738751999999998,CRD,4.5,0.5,0.5,1,0,6.5,"{'type': 'Point', 'coordinates': [-74.000693, 40.746137]}","{'type': 'Point', 'coordinates': [-73.999543, 40.738752]}",N
CMT,2013-05-08T04:01:55.000,2013-05-08T04:05:31.000,1,1,-74.004221999999999,40.751958000000002,1,-73.993099000000001,40.745151999999997,CSH,5,0.5,0.5,0,0,6,"{'type': 'Point', 'coordinates': [-74.004222, 40.751958]}","{'type': 'Point', 'coordinates': [-73.993099, 40.745152]}",N
CMT,2013-05-08T04:01:59.000,2013-05-08T04:04:17.000,1,0.59999999999999998,-73.981966,40.778863999999999,1,-73.982112999999998,40.768783999999997,CSH,4.5,0.5,0.5,0,0,5.5,"{'type': 'Point', 'coordinates': [-73.981966, 40.778864]}","{'type': 'Point', 'coordinates': [-73.982113, 40.768784]}",N
VTS,2013-05-08T04:02:00.000,2013-05-08T04:15:00.000,5,6.9100000000000001,-73.981842,40.773732000000003,1,-73.937083000000001,40.851911999999999,CRD,20.5,0.5,0.5,0,0,21.5,"{'type': 'Point', 'coordinates': [-73.981842, 40.773732]}","{'type': 'Point', 'coordinates': [-73.937083, 40.851912]}",
VTS,2013-05-08T04:02:00.000,2013-05-08T04:13:00.000,1,1.5900000000000001,-73.974320000000006,40.747622,1,-73.985247000000001,40.760655,CRD,9.5,0.5,0.5,3,0,13.5,"{'type': 'Point', 'coordinates': [-73.97432, 40.747622]}","{'type': 'Point', 'coordinates': [-73.985247, 40.760655]}",
VTS,2013-05-08T04:02:00.000,2013-05-08T04:11:00.000,1,2.8599999999999999,-73.980199999999996,40.759506999999999,1,-73.996292999999994,40.726367000000003,CRD,10.5,0.5,0.5,2.2000000000000002,0,13.699999999999999,"{'type': 'Point', 'coordinates': [-73.9802, 40.759507]}","{'type': 'Point', 'coordinates': [-73.996293, 40.726367]}",
VTS,2013-05-08T04:02:00.000,2013-05-08T04:12:00.000,5,4.1500000000000004,-73.991609999999994,40.764854999999997,1,-73.953132999999994,40.812935000000003,CSH,13,0.5,0.5,0,0,14,"{'type': 'Point', 'coordinates': [-73.99161, 40.764855]}","{'type': 'Point', 'coordinates': [-73.953133, 40.812935]}",
VTS,2013-05-08T04:02:00.000,2013-05-08T04:13:00.000,1,2.6299999999999999,-74.005707000000001,40.743904999999998,1,-74.004755000000003,40.715801999999996,CSH,11,0.5,0.5,0,0,12,"{'type': 'Point', 'coordinates': [-74.005707, 40.743905]}","{'type': 'Point', 'coordinates': [-74.004755, 40.715802]}",
VTS,2013-05-08T04:02:00.000,2013-05-08T04:05:00.000,1,0.76000000000000001,-73.979956999999999,40.722532000000001,1,-73.983914999999996,40.729567000000003,CSH,4.5,0.5,0.5,0,0,5.5,"{'type': 'Point', 'coordinates': [-73.979957, 40.722532]}","{'type': 'Point', 'coordinates': [-73.983915, 40.729567]}",
VTS,2013-05-08T04:02:00.000,2013-05-08T04:11:00.000,1,1.8700000000000001,-74.007732000000004,40.740676999999998,1,-73.988659999999996,40.727176999999998,CSH,9,0.5,0.5,0,0,10,"{'type': 'Point', 'coordinates': [-74.007732, 40.740677]}","{'type': 'Point', 'coordinates': [-73.98866, 40.727177]}",
VTS,2013-05-08T04:02:00.000,2013-05-08T04:20:00.000,5,4.5999999999999996,-73.982586999999995,40.731222000000002,1,-73.983311999999998,40.776634999999999,CRD,17.5,0.5,0.5,2,0,20.5,"{'type': 'Point', 'coordinates': [-73.982587, 40.731222]}","{'type': 'Point', 'coordinates': [-73.983312, 40.776635]}",
VTS,2013-05-08T04:02:00.000,2013-05-08T04:04:00.000,2,0.91000000000000003,-73.970512999999997,40.752082000000001,1,-73.981002000000004,40.747101999999998,CSH,4.5,0.5,0.5,0,0,5.5,"{'type': 'Point', 'coordinates': [-73.970513, 40.752082]}","{'type': 'Point', 'coordinates': [-73.981002, 40.747102]}",
VTS,2013-05-08T04:02:00.000,2013-05-08T04:06:00.000,6,0.87,-73.989287000000004,40.74324,1,-73.987570000000005,40.73845,CSH,5,0.5,0.5,0,0,6,"{'type': 'Point', 'coordinates': [-73.989287, 40.74324]}","{'type': 'Point', 'coordinates': [-73.98757, 40.73845]}",
VTS,2013-05-08T04:02:00.000,2013-05-08T04:06:00.000,6,1.3600000000000001,-73.994135,40.751505000000002,1,-73.981042000000002,40.765281999999999,CSH,6,0.5,0.5,0,0,7,"{'type': 'Point', 'coordinates': [-73.994135, 40.751505]}","{'type': 'Point', 'coordinates': [-73.981042, 40.765282]}",
VTS,2013-05-08T04:02:00.000,2013-05-08T04:04:00.000,1,0.35999999999999999,-74.006308000000004,40.744594999999997,1,-74.000551999999999,40.74259,CSH,3.5,0.5,0.5,0,0,4.5,"{'type': 'Point', 'coordinates': [-74.006308, 40.744595]}","{'type': 'Point', 'coordinates': [-74.000552, 40.74259]}",
VTS,2013-05-08T04:02:00.000,2013-05-08T04:10:00.000,5,2.0499999999999998,-73.999962999999994,40.738795000000003,1,-73.984611999999998,40.720444999999998,CRD,9,0.5,0.5,1.8999999999999999,0,11.9,"{'type': 'Point', 'coordinates': [-73.999963, 40.738795]}","{'type': 'Point', 'coordinates': [-73.984612, 40.720445]}",
VTS,2013-05-08T04:02:00.000,2013-05-08T04:13:00.000,1,5.0599999999999996,-74.015545000000003,40.709800000000001,1,-73.976675,40.739417000000003,CRD,16,0.5,0.5,2,0,19,"{'type': 'Point', 'coordinates': [-74.015545, 40.7098]}","{'type': 'Point', 'coordinates': [-73.976675, 40.739417]}",
VTS,2013-05-08T04:02:00.000,2013-05-08T04:14:00.000,1,1.96,-74.010284999999996,40.728566999999998,1,-73.979560000000006,40.727297,CRD,10,0.5,0.5,1,0,12,"{'type': 'Point', 'coordinates': [-74.010285, 40.728567]}","{'type': 'Point', 'coordinates': [-73.97956, 40.727297]}",
VTS,2013-05-08T04:02:00.000,2013-05-08T04:12:00.000,1,4.1799999999999997,-73.994524999999996,40.728262000000001,1,-73.956554999999994,40.773052,CRD,13.5,0.5,0.5,2.7999999999999998,0,17.300000000000001,"{'type': 'Point', 'coordinates': [-73.994525, 40.728262]}","{'type': 'Point', 'coordinates': [-73.956555, 40.773052]}",
VTS,2013-05-08T04:02:00.000,2013-05-08T04:18:00.000,1,3.8799999999999999,-73.99915,40.727862000000002,1,-73.967609999999993,40.769150000000003,CRD,15,0.5,0.5,1,0,17,"{'type': 'Point', 'coordinates': [-73.99915, 40.727862]}","{'type': 'Point', 'coordinates': [-73.96761, 40.76915]}",
VTS,2013-05-08T04:02:00.000,2013-05-08T04:10:00.000,1,2.7000000000000002,-73.971069999999997,40.755837,1,-73.954177000000001,40.787317000000002,CRD,10,0.5,0.5,1.5,0,12.5,"{'type': 'Point', 'coordinates': [-73.97107, 40.755837]}","{'type': 'Point', 'coordinates': [-73.954177, 40.787317]}",
VTS,2013-05-08T04:02:00.000,2013-05-08T04:11:00.000,1,2.6200000000000001,-73.996323000000004,40.716402000000002,1,-73.993971999999999,40.746682,CRD,10,0.5,0.5,2.1000000000000001,0,13.1,"{'type': 'Point', 'coordinates': [-73.996323, 40.716402]}","{'type': 'Point', 'coordinates': [-73.993972, 40.746682]}",
VTS,2013-05-08T04:02:00.000,2013-05-08T04:10:00.000,4,3.1000000000000001,-74.000443000000004,40.727302000000002,1,-73.975014999999999,40.762777,CRD,10.5,0.5,0.5,2.2000000000000002,0,13.699999999999999,"{'type': 'Point', 'coordinates': [-74.000443, 40.727302]}","{'type': 'Point', 'coordinates': [-73.975015, 40.762777]}",
CMT,2013-05-08T04:02:02.000,2013-05-08T04:04:27.000,1,0.40000000000000002,-73.985746000000006,40.763330000000003,1,-73.980046000000002,40.760404999999999,CSH,4,0.5,0.5,0,0,5,"{'type': 'Point', 'coordinates': [-73.985746, 40.76333]}","{'type': 'Point', 'coordinates': [-73.980046, 40.760405]}",N
CMT,2013-05-08T04:02:02.000,2013-05-08T04:15:44.000,1,5.2000000000000002,-74.011672000000004,40.707483000000003,1,-73.985512,40.769013000000001,CSH,17,0.5,0.5,0,0,18,"{'type': 'Point', 'coordinates': [-74.011672, 40.707483]}","{'type': 'Point', 'coordinates': [-73.985512, 40.769013]}",N
CMT,2013-05-08T04:02:02.000,2013-05-08T04:11:15.000,3,6.2000000000000002,-73.990865999999997,40.736567999999998,1,-73.985010000000003,40.724119999999999,CSH,8.5,0.5,0.5,0,0,9.5,"{'type': 'Point', 'coordinates': [-73.990866, 40.736568]}","{'type': 'Point', 'coordinates': [-73.98501, 40.72412]}",N
CMT,2013-05-08T04:02:03.000,2013-05-08T04:05:47.000,1,0.5,-73.999661000000003,40.714407999999999,1,-73.994136999999995,40.718286999999997,CSH,4.5,0.5,0.5,0,0,5.5,"{'type': 'Point', 'coordinates': [-73.999661, 40.714408]}","{'type': 'Point', 'coordinates': [-73.994137, 40.718287]}",N
CMT,2013-05-08T04:02:04.000,2013-05-08T04:09:27.000,1,1.7,-74.010317000000001,40.729653999999996,1,-73.998374999999996,40.742173999999999,CRD,8,0.5,0.5,2.25,0,11.25,"{'type': 'Point', 'coordinates': [-74.010317, 40.729654]}","{'type': 'Point', 'coordinates': [-73.998375, 40.742174]}",N
CMT,2013-05-08T04:02:06.000,2013-05-08T04:06:20.000,1,0.80000000000000004,-73.984190999999996,40.754717999999997,1,-73.996754999999993,40.759568000000002,CRD,5,0.5,0.5,1.2,0,7.2000000000000002,"{'type': 'Point', 'coordinates': [-73.984191, 40.754718]}","{'type': 'Point', 'coordinates': [-73.996755, 40.759568]}",N
CMT,2013-05-08T04:02:07.000,2013-05-08T04:07:15.000,1,1,-73.985647,40.741196000000002,1,-73.974113000000003,40.738475999999999,CRD,6,0.5,0.5,1.3999999999999999,0,8.4000000000000004,"{'type': 'Point', 'coordinates': [-73.985647, 40.741196]}","{'type': 'Point', 'coordinates': [-73.974113, 40.738476]}",N
CMT,2013-05-08T04:02:09.000,2013-05-08T04:30:43.000,3,10.1,-74.005988000000002,40.743749000000001,1,-73.936453,40.850284000000002,CSH,32.5,0.5,0.5,0,0,33.5,"{'type': 'Point', 'coordinates': [-74.005988, 40.743749]}","{'type': 'Point', 'coordinates': [-73.936453, 40.850284]}",Y
CMT,2013-05-08T04:02:10.000,2013-05-08T04:07:08.000,1,0.90000000000000002,-73.989375999999993,40.735658999999998,1,-73.983344000000002,40.745789000000002,CSH,5.5,0.5,0.5,0,0,6.5,"{'type': 'Point', 'coordinates': [-73.989376, 40.735659]}","{'type': 'Point', 'coordinates': [-73.983344, 40.745789]}",N
CMT,2013-05-08T04:02:13.000,2013-05-08T04:11:47.000,1,3.6000000000000001,-73.989868999999999,40.725707,1,-73.959828999999999,40.770805000000003,CRD,12.5,0.5,0.5,2.7000000000000002,0,16.199999999999999,"{'type': 'Point', 'coordinates': [-73.989869, 40.725707]}","{'type': 'Point', 'coordinates': [-73.959829, 40.770805]}",N
CMT,2013-05-08T04:02:14.000,2013-05-08T04:09:36.000,1,2.7999999999999998,-74.001480999999998,40.725029999999997,1,-73.979653999999996,40.753132999999998,CSH,9.5,0.5,0.5,0,0,10.5,"{'type': 'Point', 'coordinates': [-74.001481, 40.72503]}","{'type': 'Point', 'coordinates': [-73.979654, 40.753133]}",N
CMT,2013-05-08T04:02:15.000,2013-05-08T04:22:54.000,2,7.7999999999999998,-74.008078999999995,40.740988000000002,1,-73.949269000000001,40.806063000000002,CSH,25.5,0.5,0.5,0,0,26.5,"{'type': 'Point', 'coordinates': [-74.008079, 40.740988]}","{'type': 'Point', 'coordinates': [-73.949269, 40.806063]}",N
CMT,2013-05-08T04:02:17.000,2013-05-08T04:05:51.000,1,0.69999999999999996,-73.976887000000005,40.755678000000003,1,-73.968784999999997,40.760112999999997,CRD,4.5,0.5,0.5,1.6499999999999999,0,7.1500000000000004,"{'type': 'Point', 'coordinates': [-73.976887, 40.755678]}","{'type': 'Point', 'coordinates': [-73.968785, 40.760113]}",N
CMT,2013-05-08T04:02:28.000,2013-05-08T04:04:26.000,1,1.1000000000000001,-73.983791999999994,40.762096999999997,1,-73.985354999999998,40.764805000000003,CSH,3.5,0.5,0.5,0,0,4.5,"{'type': 'Point', 'coordinates': [-73.983792, 40.762097]}","{'type': 'Point', 'coordinates': [-73.985355, 40.764805]}",N
CMT,2013-05-08T04:02:35.000,2013-05-08T04:05:38.000,1,0.69999999999999996,-73.980929000000003,40.729776999999999,1,-73.992484000000005,40.734521999999998,CSH,4.5,0.5,0.5,0,0,5.5,"{'type': 'Point', 'coordinates': [-73.980929, 40.729777]}","{'type': 'Point', 'coordinates': [-73.992484, 40.734522]}",N
CMT,2013-05-08T04:02:36.000,2013-05-08T04:05:59.000,1,0.59999999999999998,-73.980663000000007,40.765802000000001,1,-73.988596000000001,40.762937999999998,CSH,4.5,0.5,0.5,0,0,5.5,"{'type': 'Point', 'coordinates': [-73.980663, 40.765802]}","{'type': 'Point', 'coordinates': [-73.988596, 40.762938]}",N
CMT,2013-05-08T04:02:41.000,2013-05-08T04:12:58.000,1,3.6000000000000001,-74.004152000000005,40.741720999999998,1,-73.964078999999998,40.771186999999998,CRD,12.5,0.5,0.5,1,0,14.5,"{'type': 'Point', 'coordinates': [-74.004152, 40.741721]}","{'type': 'Point', 'coordinates': [-73.964079, 40.771187]}",N
CMT,2013-05-08T04:02:46.000,2013-05-08T04:23:28.000,1,6.2000000000000002,-74.005082999999999,40.712541000000002,1,-73.963155999999998,40.771881999999998,CRD,21,0.5,0.5,4,0,26,"{'type': 'Point', 'coordinates': [-74.005083, 40.712541]}","{'type': 'Point', 'coordinates': [-73.963156, 40.771882]}",N
CMT,2013-05-08T04:02:50.000,2013-05-08T04:25:05.000,2,0,-73.999583000000001,40.733812999999998,1,-73.937098000000006,40.851230999999999,CRD,30,0.5,0.5,7.75,0,38.75,"{'type': 'Point', 'coordinates': [-73.999583, 40.733813]}","{'type': 'Point', 'coordinates': [-73.937098, 40.851231]}",N
CMT,2013-05-08T04:02:50.000,2013-05-08T04:23:11.000,1,7.5,-74.001275000000007,40.739227,1,-73.953298000000004,40.820348000000003,CRD,22,0.5,0.5,6.9000000000000004,0,29.899999999999999,"{'type': 'Point', 'coordinates': [-74.001275, 40.739227]}","{'type': 'Point', 'coordinates': [-73.953298, 40.820348]}",N
CMT,2013-05-08T04:02:51.000,2013-05-08T04:18:40.000,3,3.2000000000000002,-73.987380999999999,40.747748000000001,1,-73.995242000000005,40.711534999999998,CRD,13.5,0.5,0.5,2.8999999999999999,0,17.399999999999999,"{'type': 'Point', 'coordinates': [-73.987381, 40.747748]}","{'type': 'Point', 'coordinates': [-73.995242, 40.711535]}",N
CMT,2013-05-08T04:02:56.000,2013-05-08T04:11:51.000,1,1,-73.987320999999994,40.765987000000003,1,-73.968429999999998,40.755051999999999,CSH,7.5,0.5,0.5,0,0,8.5,"{'type': 'Point', 'coordinates': [-73.987321, 40.765987]}","{'type': 'Point', 'coordinates': [-73.96843, 40.755052]}",N
CMT,2013-05-08T04:02:56.000,2013-05-08T04:16:23.000,1,5.2000000000000002,-73.973606000000004,40.752363000000003,1,-73.953198,40.812595000000002,CRD,16,0.5,0.5,1,0,18,"{'type': 'Point', 'coordinates': [-73.973606, 40.752363]}","{'type': 'Point', 'coordinates': [-73.953198, 40.812595]}",N
CMT,2013-05-08T04:02:58.000,2013-05-08T04:11:14.000,1,3.6000000000000001,-73.990831999999997,40.751024999999998,1,-73.959736000000007,40.771062999999998,CRD,10.5,0.5,0.5,1,0,12.5,"{'type': 'Point', 'coordinates': [-73.990832, 40.751025]}","{'type': 'Point', 'coordinates': [-73.959736, 40.771063]}",N
CMT,2013-05-08T04:02:58.000,2013-05-08T04:15:35.000,1,2.2999999999999998,-74.006198999999995,40.743594000000002,1,-73.994060000000005,40.725296,CSH,11,0.5,0.5,0,0,12,"{'type': 'Point', 'coordinates': [-74.006199, 40.743594]}","{'type': 'Point', 'coordinates': [-73.99406, 40.725296]}",N
CMT,2013-05-08T04:02:59.000,2013-05-08T04:11:53.000,1,4,-73.981362000000004,40.773612999999997,1,-73.990277000000006,40.729145000000003,CRD,12.5,0.5,0.5,2.7000000000000002,0,16.199999999999999,"{'type': 'Point', 'coordinates': [-73.981362, 40.773613]}","{'type': 'Point', 'coordinates': [-73.990277, 40.729145]}",N
VTS,2013-05-08T04:03:00.000,2013-05-08T04:13:00.000,5,1.9299999999999999,-73.989705000000001,40.759827000000001,1,-73.967658,40.756889999999999,CSH,9.5,0.5,0.5,0,0,10.5,"{'type': 'Point', 'coordinates': [-73.989705, 40.759827]}","{'type': 'Point', 'coordinates': [-73.967658, 40.75689]}",
VTS,2013-05-08T04:03:00.000,2013-05-08T04:08:00.000,1,0.46000000000000002,-73.990295000000003,40.725037,1,-73.986535000000003,40.725822000000001,CSH,5,0.5,0.5,0,0,6,"{'type': 'Point', 'coordinates': [-73.990295, 40.725037]}","{'type': 'Point', 'coordinates': [-73.986535, 40.725822]}",
VTS,2013-05-08T04:03:00.000,2013-05-08T04:11:00.000,5,1.2,-73.987431999999998,40.754640000000002,1,-73.973219999999998,40.756987000000002,CSH,7,0.5,0.5,0,0,8,"{'type': 'Point', 'coordinates': [-73.987432, 40.75464]}","{'type': 'Point', 'coordinates': [-73.97322, 40.756987]}",
VTS,2013-05-08T04:03:00.000,2013-05-08T04:11:00.000,6,4.8099999999999996,-73.936428000000006,40.798969999999997,1,-73.972487000000001,40.74344,CSH,15,0.5,0.5,0,0,16,"{'type': 'Point', 'coordinates': [-73.936428, 40.79897]}","{'type': 'Point', 'coordinates': [-73.972487, 40.74344]}",
VTS,2013-05-08T04:03:00.000,2013-05-08T04:09:00.000,5,1.1399999999999999,-73.981804999999994,40.763547000000003,1,-73.985335000000006,40.768875000000001,CSH,6.5,0.5,0.5,0,0,7.5,"{'type': 'Point', 'coordinates': [-73.981805, 40.763547]}","{'type': 'Point', 'coordinates': [-73.985335, 40.768875]}",
VTS,2013-05-08T04:03:00.000,2013-05-08T04:10:00.000,6,1.3200000000000001,-73.986311999999998,40.741497000000003,1,-73.971642000000003,40.749977000000001,CRD,7,0.5,0.5,1.5,0,9.5,"{'type': 'Point', 'coordinates': [-73.986312, 40.741497]}","{'type': 'Point', 'coordinates': [-73.971642, 40.749977]}",
CMT,2013-05-08T04:03:00.000,2013-05-08T04:14:34.000,1,1.6000000000000001,-74.002508000000006,40.733618,1,-73.973405,40.752381999999997,CSH,11,0.5,0.5,0,0,12,"{'type': 'Point', 'coordinates': [-74.002508, 40.733618]}","{'type': 'Point', 'coordinates': [-73.973405, 40.752382]}",N
VTS,2013-05-08T04:03:00.000,2013-05-08T04:07:00.000,5,1.45,-74.010187000000002,40.720322000000003,1,-74.006041999999994,40.735472000000001,CRD,6,0.5,0.5,1.3,0,8.3000000000000007,"{'type': 'Point', 'coordinates': [-74.010187, 40.720322]}","{'type': 'Point', 'coordinates': [-74.006042, 40.735472]}",
VTS,2013-05-08T04:03:00.000,2013-05-08T04:07:00.000,1,1.04,-73.976061999999999,40.740402000000003,1,-73.988866999999999,40.748649999999998,CSH,5.5,0.5,0.5,0,0,6.5,"{'type': 'Point', 'coordinates': [-73.976062, 40.740402]}","{'type': 'Point', 'coordinates': [-73.988867, 40.74865]}",
VTS,2013-05-08T04:03:00.000,2013-05-08T04:13:00.000,1,2.4900000000000002,-73.997384999999994,40.762987000000003,1,-73.972121999999999,40.747362000000003,CSH,10.5,0.5,0.5,0,0,11.5,"{'type': 'Point', 'coordinates': [-73.997385, 40.762987]}","{'type': 'Point', 'coordinates': [-73.972122, 40.747362]}",
VTS,2013-05-08T04:03:00.000,2013-05-08T04:06:00.000,1,0.56000000000000005,-73.987022999999994,40.760075000000001,1,-73.982877999999999,40.764952000000001,CSH,4,0.5,0.5,0,0,5,"{'type': 'Point', 'coordinates': [-73.987023, 40.760075]}","{'type': 'Point', 'coordinates': [-73.982878, 40.764952]}",
VTS,2013-05-08T04:03:00.000,2013-05-08T04:16:00.000,5,5.8499999999999996,-73.988792000000004,40.759369999999997,1,-73.952160000000006,40.823915,CSH,18,0.5,0.5,0,0,19,"{'type': 'Point', 'coordinates': [-73.988792, 40.75937]}","{'type': 'Point', 'coordinates': [-73.95216, 40.823915]}",
VTS,2013-05-08T04:03:00.000,2013-05-08T04:04:00.000,2,0.12,-74.005632000000006,40.726157999999998,1,-74.004647000000006,40.725482,CSH,2.5,0.5,0.5,0,0,3.5,"{'type': 'Point', 'coordinates': [-74.005632, 40.726158]}","{'type': 'Point', 'coordinates': [-74.004647, 40.725482]}",
VTS,2013-05-08T04:03:00.000,2013-05-08T04:07:00.000,1,0.95999999999999996,-73.992064999999997,40.726052000000003,1,-73.992867000000004,40.714751999999997,CSH,5.5,0.5,0.5,0,0,6.5,"{'type': 'Point', 'coordinates': [-73.992065, 40.726052]}","{'type': 'Point', 'coordinates': [-73.992867, 40.714752]}",
VTS,2013-05-08T04:03:00.000,2013-05-08T04:10:00.000,1,1.3500000000000001,-74.005696999999998,40.743772,1,-73.990449999999996,40.735035000000003,CRD,7.5,0.5,0.5,0,0,8.5,"{'type': 'Point', 'coordinates': [-74.005697, 40.743772]}","{'type': 'Point', 'coordinates': [-73.99045, 40.735035]}",
VTS,2013-05-08T04:03:00.000,2013-05-08T04:09:00.000,1,1.0700000000000001,-73.996750000000006,40.736460000000001,1,-73.982934999999998,40.732481999999997,CSH,6,0.5,0.5,0,0,7,"{'type': 'Point', 'coordinates': [-73.99675, 40.73646]}","{'type': 'Point', 'coordinates': [-73.982935, 40.732482]}",
VTS,2013-05-08T04:03:00.000,2013-05-08T04:12:00.000,6,3.3199999999999998,-74.006545000000003,40.728797,1,-73.988596999999999,40.768999999999998,CSH,11,0.5,0.5,0,0,12,"{'type': 'Point', 'coordinates': [-74.006545, 40.728797]}","{'type': 'Point', 'coordinates': [-73.988597, 40.769]}",
VTS,2013-05-08T04:03:00.000,2013-05-08T04:26:00.000,4,6.1399999999999997,-74.008672000000004,40.740609999999997,1,-73.959935000000002,40.815327000000003,CRD,22,0.5,0.5,4.5,0,27.5,"{'type': 'Point', 'coordinates': [-74.008672, 40.74061]}","{'type': 'Point', 'coordinates': [-73.959935, 40.815327]}",
