vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,ratecodeid,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount,pickup_location,dropoff_location,store_and_fwd_flag,tpep_pickup_seconds,pickup_longitude2,pickup_latitude2,dropoff_longitude2,dropoff_latitude2
CMT,2013-05-08 04:01:47,2013-05-08 04:05:37,1,0.5999999999999999,-73.97829199999998,40.765484,1,-73.97428399999998,40.757938,CRD,4.5,0.5,0.5,1.0,0,6.5,"{'type': 'Point', 'coordinates': [-73.978292, 40.765484]}","{'type': 'Point', 'coordinates': [-73.974284, 40.757938]}",N,14507.0,990263.2997856383,218163.9580745366,991374.356790501,215415.00316033987
CMT,2013-05-08 04:01:49,2013-05-08 04:06:31,1,1.0,-73.982766,40.762634,1,-73.994539,40.756764,CSH,5.5,0.5,0.5,0.0,0,6.5,"{'type': 'Point', 'coordinates': [-73.982766, 40.762634]}","{'type': 'Point', 'coordinates': [-73.994539, 40.756764]}",N,14509.0,989024.1682118415,217125.33367922893,985762.9413086689,214986.27809375725
CMT,2013-05-08 04:01:53,2013-05-08 04:10:49,1,3.5,-73.967905,40.762457,1,-73.993516,40.719413,CSH,12.0,0.5,0.5,0.0,0,13.0,"{'type': 'Point', 'coordinates': [-73.967905, 40.762457]}","{'type': 'Point', 'coordinates': [-73.993516, 40.719413]}",N,14513.0,993140.9906879637,217062.00591918905,986047.3653576119,201378.14763178816
CMT,2013-05-08 04:01:53,2013-05-08 04:04:30,1,0.6999999999999998,-74.000693,40.746137,1,-73.999543,40.738752,CRD,4.5,0.5,0.5,1.0,0,6.5,"{'type': 'Point', 'coordinates': [-74.000693, 40.746137]}","{'type': 'Point', 'coordinates': [-73.999543, 40.738752]}",N,14513.0,984057.9773668534,211114.4724364238,984376.6436810553,208423.88149416546
CMT,2013-05-08 04:01:55,2013-05-08 04:05:31,1,1.0,-74.004222,40.751958,1,-73.993099,40.745152,CSH,5.0,0.5,0.5,0.0,0,6.0,"{'type': 'Point', 'coordinates': [-74.004222, 40.751958]}","{'type': 'Point', 'coordinates': [-73.993099, 40.745152]}",N,14515.0,983080.2327265585,213235.27739943378,986162.2190222779,210755.67999201972
CMT,2013-05-08 04:01:59,2013-05-08 04:04:17,1,0.5999999999999999,-73.981966,40.778864,1,-73.982113,40.768784,CSH,4.5,0.5,0.5,0.0,0,5.5,"{'type': 'Point', 'coordinates': [-73.981966, 40.778864]}","{'type': 'Point', 'coordinates': [-73.982113, 40.768784]}",N,14519.0,989244.5671053508,223038.50802016055,989204.6049476706,219366.01815121924
VTS,2013-05-08 04:02:00,2013-05-08 04:10:00,4,3.1,-74.000443,40.727302,1,-73.975015,40.762777,CRD,10.5,0.5,0.5,2.2,0,13.7,"{'type': 'Point', 'coordinates': [-74.000443, 40.727302]}","{'type': 'Point', 'coordinates': [-73.975015, 40.762777]}",,14520.0,984127.2148973322,204252.28758699598,991171.3378104374,217177.95071640838
VTS,2013-05-08 04:02:00,2013-05-08 04:11:00,1,2.62,-73.996323,40.716402,1,-73.993972,40.746682,CRD,10.0,0.5,0.5,2.1,0,13.1,"{'type': 'Point', 'coordinates': [-73.996323, 40.716402]}","{'type': 'Point', 'coordinates': [-73.993972, 40.746682]}",,14520.0,985269.3107647268,200281.10308562254,985920.2784453017,211313.09010198264
VTS,2013-05-08 04:02:00,2013-05-08 04:10:00,1,2.7,-73.97106999999998,40.755837,1,-73.954177,40.787317,CRD,10.0,0.5,0.5,1.5,0,12.5,"{'type': 'Point', 'coordinates': [-73.97107, 40.755837]}","{'type': 'Point', 'coordinates': [-73.954177, 40.787317]}",,14520.0,992265.0156417468,214649.81818936567,996939.1974230463,226121.02816543553
VTS,2013-05-08 04:02:00,2013-05-08 04:18:00,1,3.88,-73.99915,40.727862,1,-73.96760999999998,40.76915,CRD,15.0,0.5,0.5,1.0,0,17.0,"{'type': 'Point', 'coordinates': [-73.99915, 40.727862]}","{'type': 'Point', 'coordinates': [-73.96761, 40.76915]}",,14520.0,984485.5902036807,204456.31381902547,993221.8102407182,219500.5169675503
VTS,2013-05-08 04:02:00,2013-05-08 04:12:00,1,4.18,-73.99452499999998,40.728262,1,-73.95655499999998,40.773052,CRD,13.5,0.5,0.5,2.8,0,17.3,"{'type': 'Point', 'coordinates': [-73.994525, 40.728262]}","{'type': 'Point', 'coordinates': [-73.956555, 40.773052]}",,14520.0,985767.4689671213,204602.09253617405,996283.264940304,220923.4709868496
VTS,2013-05-08 04:02:00,2013-05-08 04:14:00,1,1.96,-74.01028499999998,40.728567,1,-73.97956,40.727297,CRD,10.0,0.5,0.5,1.0,0,12.0,"{'type': 'Point', 'coordinates': [-74.010285, 40.728567]}","{'type': 'Point', 'coordinates': [-73.97956, 40.727297]}",,14520.0,981399.3886997558,204713.33345146407,989915.299467317,204251.1265937447
VTS,2013-05-08 04:02:00,2013-05-08 04:13:00,1,5.06,-74.015545,40.7098,1,-73.976675,40.739417,CRD,16.0,0.5,0.5,2.0,0,19.0,"{'type': 'Point', 'coordinates': [-74.015545, 40.7098]}","{'type': 'Point', 'coordinates': [-73.976675, 40.739417]}",,14520.0,979940.303162364,197876.15504652276,990713.7512978101,208667.02228088473
VTS,2013-05-08 04:02:00,2013-05-08 04:04:00,1,0.3599999999999999,-74.006308,40.744595,1,-74.000552,40.74259,CSH,3.5,0.5,0.5,0.0,0,4.5,"{'type': 'Point', 'coordinates': [-74.006308, 40.744595]}","{'type': 'Point', 'coordinates': [-74.000552, 40.74259]}",,14520.0,982502.0825326404,210552.73470866706,984097.0387635048,209822.18683237064
VTS,2013-05-08 04:02:00,2013-05-08 04:06:00,6,1.36,-73.994135,40.751505,1,-73.981042,40.765282,CSH,6.0,0.5,0.5,0.0,0,7.0,"{'type': 'Point', 'coordinates': [-73.994135, 40.751505]}","{'type': 'Point', 'coordinates': [-73.981042, 40.765282]}",,14520.0,985874.9956680647,213070.26107512426,989501.5424438289,218090.18598161006
VTS,2013-05-08 04:02:00,2013-05-08 04:10:00,5,2.05,-73.99996299999998,40.738795,1,-73.984612,40.720445,CRD,9.0,0.5,0.5,1.9,0,11.9,"{'type': 'Point', 'coordinates': [-73.999963, 40.738795]}","{'type': 'Point', 'coordinates': [-73.984612, 40.720445]}",,14520.0,984260.2534205195,208439.5474262654,988515.4888561423,201754.44503980933
VTS,2013-05-08 04:02:00,2013-05-08 04:04:00,2,0.91,-73.97051299999998,40.752082,1,-73.981002,40.747102,CSH,4.5,0.5,0.5,0.0,0,5.5,"{'type': 'Point', 'coordinates': [-73.970513, 40.752082]}","{'type': 'Point', 'coordinates': [-73.981002, 40.747102]}",,14520.0,992419.792218757,213281.8014757076,989514.0593282357,211466.6229259846
VTS,2013-05-08 04:02:00,2013-05-08 04:06:00,6,0.87,-73.989287,40.74324,1,-73.98757,40.73845,CSH,5.0,0.5,0.5,0.0,0,6.0,"{'type': 'Point', 'coordinates': [-73.989287, 40.74324]}","{'type': 'Point', 'coordinates': [-73.98757, 40.73845]}",,14520.0,987218.5828539742,210059.1835774117,987694.6128782284,208314.0974071503
VTS,2013-05-08 04:02:00,2013-05-08 04:13:00,1,1.59,-73.97432,40.747622,1,-73.985247,40.760655,CRD,9.5,0.5,0.5,3.0,0,13.5,"{'type': 'Point', 'coordinates': [-73.97432, 40.747622]}","{'type': 'Point', 'coordinates': [-73.985247, 40.760655]}",,14520.0,991365.4851839548,211656.54776174476,988337.0022347817,216404.19353234256
VTS,2013-05-08 04:02:00,2013-05-08 04:11:00,1,2.86,-73.98019999999998,40.759507,1,-73.99629299999998,40.726367,CRD,10.5,0.5,0.5,2.2,0,13.7,"{'type': 'Point', 'coordinates': [-73.9802, 40.759507]}","{'type': 'Point', 'coordinates': [-73.996293, 40.726367]}",,14520.0,989735.259858242,215986.21530414163,985277.4735026363,203911.65950103555
VTS,2013-05-08 04:02:00,2013-05-08 04:12:00,5,4.15,-73.99160999999998,40.764855,1,-73.95313299999998,40.812935,CSH,13.0,0.5,0.5,0.0,0,14.0,"{'type': 'Point', 'coordinates': [-73.99161, 40.764855]}","{'type': 'Point', 'coordinates': [-73.953133, 40.812935]}",,14520.0,986574.1230014897,217934.15881005707,997223.3057165758,235454.713227709
VTS,2013-05-08 04:02:00,2013-05-08 04:15:00,5,6.91,-73.981842,40.773732,1,-73.937083,40.851912,CRD,20.5,0.5,0.5,0.0,0,21.5,"{'type': 'Point', 'coordinates': [-73.981842, 40.773732]}","{'type': 'Point', 'coordinates': [-73.937083, 40.851912]}",,14520.0,989279.2968361423,221168.75497732067,1001655.9234267018,249658.2532234281
VTS,2013-05-08 04:02:00,2013-05-08 04:05:00,1,0.76,-73.979957,40.722532,1,-73.98391499999998,40.729567,CSH,4.5,0.5,0.5,0.0,0,5.5,"{'type': 'Point', 'coordinates': [-73.979957, 40.722532]}","{'type': 'Point', 'coordinates': [-73.983915, 40.729567]}",,14520.0,989805.6612741501,202515.06429239016,988708.0840587609,205077.90655428407
VTS,2013-05-08 04:02:00,2013-05-08 04:11:00,1,1.87,-74.007732,40.740677,1,-73.98865999999998,40.727177,CSH,9.0,0.5,0.5,0.0,0,10.0,"{'type': 'Point', 'coordinates': [-74.007732, 40.740677]}","{'type': 'Point', 'coordinates': [-73.98866, 40.727177]}",,14520.0,982107.3727574551,209125.31421547095,987393.082781267,204206.94934053437
VTS,2013-05-08 04:02:00,2013-05-08 04:20:00,5,4.6,-73.98258699999998,40.731222,1,-73.983312,40.776635,CRD,17.5,0.5,0.5,2.0,0,20.5,"{'type': 'Point', 'coordinates': [-73.982587, 40.731222]}","{'type': 'Point', 'coordinates': [-73.983312, 40.776635]}",,14520.0,989076.0298214096,205680.94507243313,988871.9433298596,222226.334318693
VTS,2013-05-08 04:02:00,2013-05-08 04:13:00,1,2.63,-74.005707,40.743905,1,-74.004755,40.715802,CSH,11.0,0.5,0.5,0.0,0,12.0,"{'type': 'Point', 'coordinates': [-74.005707, 40.743905]}","{'type': 'Point', 'coordinates': [-74.004755, 40.715802]}",,14520.0,982668.6004595922,210301.33426619723,982931.8421765402,200062.51916499707
CMT,2013-05-08 04:02:02,2013-05-08 04:04:27,1,0.4,-73.985746,40.76333,1,-73.980046,40.760405,CSH,4.0,0.5,0.5,0.0,0,5.0,"{'type': 'Point', 'coordinates': [-73.985746, 40.76333]}","{'type': 'Point', 'coordinates': [-73.980046, 40.760405]}",N,14522.0,988198.606401001,217378.7610038269,989777.8484626466,216313.39577748286
CMT,2013-05-08 04:02:02,2013-05-08 04:15:44,1,5.2,-74.011672,40.707483,1,-73.985512,40.769013,CSH,17.0,0.5,0.5,0.0,0,18.0,"{'type': 'Point', 'coordinates': [-74.011672, 40.707483]}","{'type': 'Point', 'coordinates': [-73.985512, 40.769013]}",N,14522.0,981013.9414532869,197031.83529228586,988263.0860305259,219449.27647285722
CMT,2013-05-08 04:02:02,2013-05-08 04:11:15,3,6.2,-73.99086599999998,40.736568,1,-73.98501,40.72412,CSH,8.5,0.5,0.5,0.0,0,9.5,"{'type': 'Point', 'coordinates': [-73.990866, 40.736568]}","{'type': 'Point', 'coordinates': [-73.98501, 40.72412]}",N,14522.0,986781.2938684258,207628.3129699819,988404.9358109966,203093.34161076558
CMT,2013-05-08 04:02:03,2013-05-08 04:05:47,1,0.5,-73.999661,40.714408,1,-73.99413699999998,40.718287,CSH,4.5,0.5,0.5,0.0,0,5.5,"{'type': 'Point', 'coordinates': [-73.999661, 40.714408]}","{'type': 'Point', 'coordinates': [-73.994137, 40.718287]}",N,14523.0,984343.977886056,199554.6069121155,985875.2515621467,200967.89920031876
CMT,2013-05-08 04:02:04,2013-05-08 04:09:27,1,1.7,-74.010317,40.729654,1,-73.99837499999998,40.742174,CRD,8.0,0.5,0.5,2.25,0,11.25,"{'type': 'Point', 'coordinates': [-74.010317, 40.729654]}","{'type': 'Point', 'coordinates': [-73.998375, 40.742174]}",N,14524.0,981390.5661586486,205109.3624481985,984700.2963067024,209670.62849016945
CMT,2013-05-08 04:02:06,2013-05-08 04:06:20,1,0.8,-73.98419099999998,40.754718,1,-73.99675499999998,40.759568,CRD,5.0,0.5,0.5,1.2,0,7.2,"{'type': 'Point', 'coordinates': [-73.984191, 40.754718]}","{'type': 'Point', 'coordinates': [-73.996755, 40.759568]}",N,14526.0,988629.9347555594,214241.2018365294,985148.972327599,216007.83632185173
CMT,2013-05-08 04:02:07,2013-05-08 04:07:15,1,1.0,-73.985647,40.741196,1,-73.974113,40.738476,CRD,6.0,0.5,0.5,1.4,0,8.4,"{'type': 'Point', 'coordinates': [-73.985647, 40.741196]}","{'type': 'Point', 'coordinates': [-73.974113, 40.738476]}",N,14527.0,988227.3524518566,209314.63367798313,991423.8260485682,208324.38565034317
CMT,2013-05-08 04:02:09,2013-05-08 04:30:43,3,10.1,-74.005988,40.743749,1,-73.936453,40.850284,CSH,32.5,0.5,0.5,0.0,0,33.5,"{'type': 'Point', 'coordinates': [-74.005988, 40.743749]}","{'type': 'Point', 'coordinates': [-73.936453, 40.850284]}",Y,14529.0,982590.7319747468,210244.50368866982,1001830.6425415074,249065.2368188973
CMT,2013-05-08 04:02:10,2013-05-08 04:07:08,1,0.9,-73.98937599999998,40.735659,1,-73.983344,40.745789,CSH,5.5,0.5,0.5,0.0,0,6.5,"{'type': 'Point', 'coordinates': [-73.989376, 40.735659]}","{'type': 'Point', 'coordinates': [-73.983344, 40.745789]}",N,14530.0,987194.2558481444,207297.1822078205,988865.2174100546,210988.12291495074
CMT,2013-05-08 04:02:13,2013-05-08 04:11:47,1,3.6,-73.989869,40.725707,1,-73.959829,40.770805,CRD,12.5,0.5,0.5,2.7,0,16.2,"{'type': 'Point', 'coordinates': [-73.989869, 40.725707]}","{'type': 'Point', 'coordinates': [-73.959829, 40.770805]}",N,14533.0,987058.0488607907,203671.34168605108,995376.8177965656,220104.38114702652
CMT,2013-05-08 04:02:14,2013-05-08 04:09:36,1,2.8,-74.001481,40.72503,1,-73.97965399999998,40.753133,CSH,9.5,0.5,0.5,0.0,0,10.5,"{'type': 'Point', 'coordinates': [-74.001481, 40.72503]}","{'type': 'Point', 'coordinates': [-73.979654, 40.753133]}",N,14534.0,983839.5012714003,203424.53071436365,989887.059436433,213663.99437137617
CMT,2013-05-08 04:02:15,2013-05-08 04:22:54,2,7.8,-74.00807899999998,40.740988,1,-73.949269,40.806063,CSH,25.5,0.5,0.5,0.0,0,26.5,"{'type': 'Point', 'coordinates': [-74.008079, 40.740988]}","{'type': 'Point', 'coordinates': [-73.949269, 40.806063]}",N,14535.0,982011.2254669623,209238.6300642021,998294.353682068,232951.59580191196
CMT,2013-05-08 04:02:17,2013-05-08 04:05:51,1,0.6999999999999998,-73.976887,40.755678,1,-73.96878499999998,40.760113,CRD,4.5,0.5,0.5,1.65,0,7.15,"{'type': 'Point', 'coordinates': [-73.976887, 40.755678]}","{'type': 'Point', 'coordinates': [-73.968785, 40.760113]}",N,14537.0,990653.4393341228,214591.41058416042,992897.5164908605,216207.9217688622
CMT,2013-05-08 04:02:28,2013-05-08 04:04:26,1,1.1,-73.98379199999998,40.762097,1,-73.985355,40.764805,CSH,3.5,0.5,0.5,0.0,0,4.5,"{'type': 'Point', 'coordinates': [-73.983792, 40.762097]}","{'type': 'Point', 'coordinates': [-73.985355, 40.764805]}",N,14548.0,988739.9815661222,216929.63267779947,988306.8303697857,217916.16998045935
CMT,2013-05-08 04:02:35,2013-05-08 04:05:38,1,0.6999999999999998,-73.980929,40.729777,1,-73.992484,40.734522,CSH,4.5,0.5,0.5,0.0,0,5.5,"{'type': 'Point', 'coordinates': [-73.980929, 40.729777]}","{'type': 'Point', 'coordinates': [-73.992484, 40.734522]}",N,14555.0,989535.6607374368,205154.58217104804,986332.9635344543,206882.8481698514
CMT,2013-05-08 04:02:36,2013-05-08 04:05:59,1,0.5999999999999999,-73.980663,40.765802,1,-73.988596,40.762938,CSH,4.5,0.5,0.5,0.0,0,5.5,"{'type': 'Point', 'coordinates': [-73.980663, 40.765802]}","{'type': 'Point', 'coordinates': [-73.988596, 40.762938]}",N,14556.0,989606.4871479293,218279.662106566,987409.1253328393,217235.82687833352
CMT,2013-05-08 04:02:41,2013-05-08 04:12:58,1,3.6,-74.004152,40.741721,1,-73.964079,40.771187,CRD,12.5,0.5,0.5,1.0,0,14.5,"{'type': 'Point', 'coordinates': [-74.004152, 40.741721]}","{'type': 'Point', 'coordinates': [-73.964079, 40.771187]}",N,14561.0,983099.4504757706,209505.60927665242,994199.5688992883,220243.04518153425
CMT,2013-05-08 04:02:46,2013-05-08 04:23:28,1,6.2,-74.005083,40.712541,1,-73.963156,40.771882,CRD,21.0,0.5,0.5,4.0,0,26.0,"{'type': 'Point', 'coordinates': [-74.005083, 40.712541]}","{'type': 'Point', 'coordinates': [-73.963156, 40.771882]}",N,14566.0,982840.8466815123,198874.44279696443,994455.1192982194,220496.363032645
CMT,2013-05-08 04:02:50,2013-05-08 04:25:05,2,0.0,-73.999583,40.733813,1,-73.937098,40.851231,CRD,30.0,0.5,0.5,7.75,0,38.75,"{'type': 'Point', 'coordinates': [-73.999583, 40.733813]}","{'type': 'Point', 'coordinates': [-73.937098, 40.851231]}",N,14570.0,984365.5674610323,206624.44812074347,1001651.9518591926,249410.13606400831
CMT,2013-05-08 04:02:50,2013-05-08 04:23:11,1,7.5,-74.001275,40.739227,1,-73.953298,40.820348,CRD,22.0,0.5,0.5,6.9,0,29.9,"{'type': 'Point', 'coordinates': [-74.001275, 40.739227]}","{'type': 'Point', 'coordinates': [-73.953298, 40.820348]}",N,14570.0,983896.6749623525,208596.94126689044,997176.191960693,238155.5108065439
CMT,2013-05-08 04:02:51,2013-05-08 04:18:40,3,3.2,-73.987381,40.747748,1,-73.995242,40.711535,CRD,13.5,0.5,0.5,2.9,0,17.4,"{'type': 'Point', 'coordinates': [-73.987381, 40.747748]}","{'type': 'Point', 'coordinates': [-73.995242, 40.711535]}",N,14571.0,987746.500727746,211701.6624657252,985569.0739095276,198507.9214447117
CMT,2013-05-08 04:02:56,2013-05-08 04:16:23,1,5.2,-73.973606,40.752363,1,-73.953198,40.812595,CRD,16.0,0.5,0.5,1.0,0,18.0,"{'type': 'Point', 'coordinates': [-73.973606, 40.752363]}","{'type': 'Point', 'coordinates': [-73.953198, 40.812595]}",N,14576.0,991562.8018120991,213383.90551548157,997205.3791811841,235330.8294827562
CMT,2013-05-08 04:02:56,2013-05-08 04:11:51,1,1.0,-73.98732099999998,40.765987,1,-73.96843,40.755052,CSH,7.5,0.5,0.5,0.0,0,8.5,"{'type': 'Point', 'coordinates': [-73.987321, 40.765987]}","{'type': 'Point', 'coordinates': [-73.96843, 40.755052]}",N,14576.0,987762.163842083,218346.72668184794,992996.5269575149,214364.06977241553
CMT,2013-05-08 04:02:58,2013-05-08 04:11:14,1,3.6,-73.99083199999998,40.751025,1,-73.959736,40.771063,CRD,10.5,0.5,0.5,1.0,0,12.5,"{'type': 'Point', 'coordinates': [-73.990832, 40.751025]}","{'type': 'Point', 'coordinates': [-73.959736, 40.771063]}",N,14578.0,986790.1649814296,212895.46010812282,995402.5343171833,220198.39096381594
CMT,2013-05-08 04:02:58,2013-05-08 04:15:35,1,2.3,-74.00619899999998,40.743594,1,-73.99406,40.725296,CSH,11.0,0.5,0.5,0.0,0,12.0,"{'type': 'Point', 'coordinates': [-74.006199, 40.743594]}","{'type': 'Point', 'coordinates': [-73.99406, 40.725296]}",N,14578.0,982532.2601172514,210188.0363136777,985896.4231691748,203521.49509930736
CMT,2013-05-08 04:02:59,2013-05-08 04:11:53,1,4.0,-73.981362,40.773613,1,-73.990277,40.729145,CRD,12.5,0.5,0.5,2.7,0,16.2,"{'type': 'Point', 'coordinates': [-73.981362, 40.773613]}","{'type': 'Point', 'coordinates': [-73.990277, 40.729145]}",N,14579.0,989412.2536567443,221125.42721673203,986944.8228757366,204923.89905656027
VTS,2013-05-08 04:03:00,2013-05-08 04:09:00,1,1.07,-73.99675,40.73646,1,-73.982935,40.732482,CSH,6.0,0.5,0.5,0.0,0,7.0,"{'type': 'Point', 'coordinates': [-73.99675, 40.73646]}","{'type': 'Point', 'coordinates': [-73.982935, 40.732482]}",,14580.0,985150.669851086,207588.8499015882,988979.4918555247,206139.983500802
VTS,2013-05-08 04:03:00,2013-05-08 04:10:00,1,1.35,-74.005697,40.743772,1,-73.99044999999998,40.735035,CRD,7.5,0.5,0.5,0.0,0,8.5,"{'type': 'Point', 'coordinates': [-74.005697, 40.743772]}","{'type': 'Point', 'coordinates': [-73.99045, 40.735035]}",,14580.0,982671.3682903784,210252.87794394695,986896.6403126942,207069.8051039348
VTS,2013-05-08 04:03:00,2013-05-08 04:07:00,1,0.96,-73.99206499999998,40.726052,1,-73.992867,40.714752,CSH,5.5,0.5,0.5,0.0,0,6.5,"{'type': 'Point', 'coordinates': [-73.992065, 40.726052]}","{'type': 'Point', 'coordinates': [-73.992867, 40.714752]}",,14580.0,986449.3635749556,203796.97310939324,986227.4064921447,199680.01690865305
VTS,2013-05-08 04:03:00,2013-05-08 04:04:00,2,0.12,-74.005632,40.726158,1,-74.004647,40.725482,CSH,2.5,0.5,0.5,0.0,0,3.5,"{'type': 'Point', 'coordinates': [-74.005632, 40.726158]}","{'type': 'Point', 'coordinates': [-74.004647, 40.725482]}",,14580.0,982688.9671127852,203835.54276308167,982961.9684990734,203589.2390006748
VTS,2013-05-08 04:03:00,2013-05-08 04:16:00,5,5.85,-73.988792,40.75937,1,-73.95216,40.823915,CSH,18.0,0.5,0.5,0.0,0,19.0,"{'type': 'Point', 'coordinates': [-73.988792, 40.75937]}","{'type': 'Point', 'coordinates': [-73.95216, 40.823915]}",,14580.0,987354.9959241241,215935.88043431193,997490.4581204568,239455.26807396914
VTS,2013-05-08 04:03:00,2013-05-08 04:06:00,1,0.56,-73.98702299999998,40.760075,1,-73.982878,40.764952,CSH,4.0,0.5,0.5,0.0,0,5.0,"{'type': 'Point', 'coordinates': [-73.987023, 40.760075]}","{'type': 'Point', 'coordinates': [-73.982878, 40.764952]}",,14580.0,987845.0308341681,216192.80265768655,988992.9768633079,217969.8513479943
VTS,2013-05-08 04:03:00,2013-05-08 04:13:00,1,2.49,-73.99738499999998,40.762987,1,-73.972122,40.747362,CSH,10.5,0.5,0.5,0.0,0,11.5,"{'type': 'Point', 'coordinates': [-73.997385, 40.762987]}","{'type': 'Point', 'coordinates': [-73.972122, 40.747362]}",,14580.0,984974.4043046247,217253.48436500775,991974.5432095953,211562.00760823814
VTS,2013-05-08 04:03:00,2013-05-08 04:07:00,1,1.04,-73.976062,40.740402,1,-73.988867,40.74865,CSH,5.5,0.5,0.5,0.0,0,6.5,"{'type': 'Point', 'coordinates': [-73.976062, 40.740402]}","{'type': 'Point', 'coordinates': [-73.988867, 40.74865]}",,14580.0,990883.5258742053,209025.93481214164,987334.7147621138,212030.23421362843
VTS,2013-05-08 04:03:00,2013-05-08 04:13:00,5,1.93,-73.989705,40.759827,1,-73.967658,40.75689,CSH,9.5,0.5,0.5,0.0,0,10.5,"{'type': 'Point', 'coordinates': [-73.989705, 40.759827]}","{'type': 'Point', 'coordinates': [-73.967658, 40.75689]}",,14580.0,987102.0444086702,216102.34944252876,993210.16373672,215033.79094070633
CMT,2013-05-08 04:03:00,2013-05-08 04:14:34,1,1.6,-74.002508,40.733618,1,-73.973405,40.752382,CSH,11.0,0.5,0.5,0.0,0,12.0,"{'type': 'Point', 'coordinates': [-74.002508, 40.733618]}","{'type': 'Point', 'coordinates': [-73.973405, 40.752382]}",N,14580.0,983554.9303586418,206553.41317724076,991618.4893792835,213390.8446733932
VTS,2013-05-08 04:03:00,2013-05-08 04:10:00,6,1.32,-73.986312,40.741497,1,-73.971642,40.749977,CRD,7.0,0.5,0.5,1.5,0,9.5,"{'type': 'Point', 'coordinates': [-73.986312, 40.741497]}","{'type': 'Point', 'coordinates': [-73.971642, 40.749977]}",,14580.0,988043.0575090904,209424.26804347537,992107.2350183467,212514.77880989775
VTS,2013-05-08 04:03:00,2013-05-08 04:09:00,5,1.14,-73.98180499999998,40.763547,1,-73.985335,40.768875,CSH,6.5,0.5,0.5,0.0,0,7.5,"{'type': 'Point', 'coordinates': [-73.981805, 40.763547]}","{'type': 'Point', 'coordinates': [-73.985335, 40.768875]}",,14580.0,989290.3156440931,217458.02345350402,988312.1223481499,219399.00664697262
VTS,2013-05-08 04:03:00,2013-05-08 04:11:00,6,4.81,-73.936428,40.79897,1,-73.972487,40.74344,CSH,15.0,0.5,0.5,0.0,0,16.0,"{'type': 'Point', 'coordinates': [-73.936428, 40.79897]}","{'type': 'Point', 'coordinates': [-73.972487, 40.74344]}",,14580.0,1001851.1268746338,230369.68686709303,991873.8564119971,210133.0656952669
VTS,2013-05-08 04:03:00,2013-05-08 04:11:00,5,1.2,-73.987432,40.75464,1,-73.97322,40.756987,CSH,7.0,0.5,0.5,0.0,0,8.0,"{'type': 'Point', 'coordinates': [-73.987432, 40.75464]}","{'type': 'Point', 'coordinates': [-73.97322, 40.756987]}",,14580.0,987732.0092716276,214212.63846341032,991669.2331072902,215068.61119277883
VTS,2013-05-08 04:03:00,2013-05-08 04:08:00,1,0.46,-73.990295,40.725037,1,-73.986535,40.725822,CSH,5.0,0.5,0.5,0.0,0,6.0,"{'type': 'Point', 'coordinates': [-73.990295, 40.725037]}","{'type': 'Point', 'coordinates': [-73.986535, 40.725822]}",,14580.0,986939.9998208423,203427.22657495886,987982.140222944,203713.36421004296
VTS,2013-05-08 04:03:00,2013-05-08 04:12:00,6,3.32,-74.006545,40.728797,1,-73.988597,40.769,CSH,11.0,0.5,0.5,0.0,0,12.0,"{'type': 'Point', 'coordinates': [-74.006545, 40.728797]}","{'type': 'Point', 'coordinates': [-73.988597, 40.769]}",,14580.0,982435.9808856287,204797.03003075844,987408.5608101956,219444.4138553874
VTS,2013-05-08 04:03:00,2013-05-08 04:07:00,5,1.45,-74.010187,40.720322,1,-74.00604199999998,40.735472,CRD,6.0,0.5,0.5,1.3,0,8.3,"{'type': 'Point', 'coordinates': [-74.010187, 40.720322]}","{'type': 'Point', 'coordinates': [-74.006042, 40.735472]}",,14580.0,981426.2012414535,201709.42190256633,982575.5606373575,207228.93142651525
VTS,2013-05-08 04:03:00,2013-05-08 04:26:00,4,6.14,-74.008672,40.74061,1,-73.959935,40.815327,CRD,22.0,0.5,0.5,4.5,0,27.5,"{'type': 'Point', 'coordinates': [-74.008672, 40.74061]}","{'type': 'Point', 'coordinates': [-73.959935, 40.815327]}",,14580.0,981846.8853949683,209100.92837967305,995340.0381719167,236325.27007268454
